gender,education,age,political_ideology,household_income,marital_status,religion,race
2,3,71,6,14,4,11,1
2,5,51,4,18,6,1,2
2,5,-9,99,20,1,2,1
2,3,80,2,4,4,7,1
2,3,-9,3,-9,4,2,1
2,4,52,99,21,1,2,1
2,3,62,99,-9,4,11,2
2,5,39,2,21,1,1,1
2,5,74,3,7,4,1,1
1,2,19,2,10,6,1,1
2,3,70,3,4,4,11,1
1,5,28,5,19,1,12,6
2,5,56,5,22,1,2,1
1,3,62,2,20,1,1,1
1,4,27,1,1,6,9,1
2,3,45,5,7,4,1,1
1,4,24,6,10,6,1,1
1,3,65,3,13,3,7,1
2,4,76,5,5,1,11,1
1,1,19,6,3,6,11,2
2,4,39,3,18,1,12,1
1,3,65,7,11,1,1,1
1,5,36,2,22,1,12,1
2,2,45,4,12,5,11,1
2,4,69,2,8,3,9,1
1,3,21,4,1,6,12,1
2,1,46,99,1,4,3,3
2,4,44,5,22,1,2,1
1,3,60,2,21,4,1,1
2,1,67,3,6,1,2,4
1,2,77,5,-9,1,1,1
2,3,57,7,17,1,1,1
2,5,37,4,8,1,8,4
1,5,71,6,21,3,2,1
2,2,28,4,5,5,11,1
1,4,49,5,20,1,1,1
2,1,57,4,5,4,1,1
1,5,49,5,22,1,8,4
1,2,70,4,2,4,2,1
2,3,32,4,6,1,9,3
1,3,77,5,9,1,5,3
2,5,47,4,4,4,2,1
1,5,80,3,11,1,1,1
2,2,30,6,16,6,1,1
1,3,33,99,7,6,11,-9
1,3,61,4,8,1,2,1
2,4,29,4,17,6,10,4
1,5,65,4,1,4,12,1
2,4,28,2,8,6,1,1
1,5,36,5,-9,1,2,3
1,2,71,99,1,1,12,1
1,3,35,4,3,6,11,6
2,4,50,4,21,1,2,1
2,4,-9,2,-9,4,12,1
2,3,-9,4,-9,1,2,1
2,3,68,6,7,1,11,1
2,4,-9,4,11,6,2,1
2,5,55,7,6,5,2,1
-9,4,26,5,-9,1,11,2
2,2,60,7,1,1,11,1
2,3,39,99,1,6,2,1
2,5,51,3,10,4,11,2
2,3,55,4,4,4,11,1
1,4,58,4,-9,6,2,1
1,3,70,5,4,6,1,1
2,3,27,2,8,6,10,1
2,2,52,4,5,4,2,1
1,3,28,6,15,1,2,3
1,3,40,7,17,1,3,1
2,2,38,99,1,1,12,1
1,5,46,3,22,1,9,1
2,5,33,2,12,4,12,1
2,5,69,4,10,6,11,2
2,3,44,5,20,1,12,1
1,4,53,4,8,1,11,5
2,3,71,99,7,1,1,2
2,4,67,2,20,1,1,2
2,3,59,5,-9,1,11,1
2,5,67,1,20,1,9,1
1,2,26,3,21,6,10,1
2,4,43,3,19,1,1,1
1,3,51,99,1,6,9,5
2,3,35,4,4,6,2,3
1,4,72,3,10,1,2,1
1,5,66,7,20,1,2,1
2,3,50,99,2,3,6,2
2,4,70,99,10,1,11,3
2,5,41,4,18,1,6,4
1,2,36,3,11,5,3,1
2,3,25,4,1,6,11,5
2,5,46,6,17,1,1,1
2,2,35,7,1,1,11,1
1,1,57,2,18,1,8,6
1,5,50,6,18,1,2,-9
2,2,41,99,14,1,1,1
2,3,45,99,12,1,2,4
1,4,69,6,17,1,12,1
1,2,21,99,5,6,3,1
1,3,80,5,-9,1,12,1
2,3,39,4,20,1,11,1
1,2,-9,6,-9,4,11,1
1,3,38,6,8,1,2,6
1,4,38,3,11,6,12,1
1,5,41,2,8,6,1,6
2,5,26,99,6,6,12,3
2,3,40,99,4,6,11,2
1,4,-9,5,12,1,1,1
1,3,51,6,18,1,1,1
1,2,46,2,18,6,10,1
1,3,64,4,10,1,12,1
2,5,-9,4,-9,6,12,-9
1,3,35,5,9,6,12,3
2,3,62,99,15,1,1,1
2,3,70,4,21,1,1,2
1,5,50,2,20,1,1,1
2,4,67,6,6,4,1,1
-9,-9,-9,-9,-9,-9,-9,-9
1,5,73,3,19,1,1,1
2,5,33,2,19,1,12,6
2,3,31,2,3,6,12,2
1,3,20,2,21,6,7,4
-9,-9,-9,99,-9,-9,12,-9
2,2,55,6,9,1,1,1
2,5,50,5,18,1,11,2
1,5,70,2,21,1,12,1
2,5,39,6,22,1,2,1
2,2,51,6,22,1,2,1
2,2,61,99,2,4,12,1
2,4,23,2,7,6,9,1
1,3,32,5,1,1,11,1
1,3,69,5,15,1,2,1
1,1,57,99,3,4,12,1
1,4,44,6,-9,1,1,1
2,3,23,2,10,6,12,1
1,2,51,4,9,1,11,1
1,4,38,5,16,1,12,1
1,3,73,6,6,1,1,1
1,4,69,2,13,1,2,1
1,4,37,4,6,6,11,6
1,3,46,99,-5,1,1,1
2,4,73,6,15,3,1,1
2,-2,-9,6,-9,5,1,1
2,3,73,99,14,1,12,1
2,3,65,2,8,1,12,1
2,3,34,4,9,6,11,1
2,5,28,2,2,6,9,1
2,2,27,6,16,6,12,1
1,3,55,99,18,1,2,4
2,4,55,2,21,1,1,4
2,3,65,3,6,1,12,1
1,3,71,6,14,1,1,1
2,3,54,99,1,6,12,2
1,3,50,6,18,1,2,1
1,2,74,5,22,1,1,1
2,3,53,99,4,4,11,1
1,4,29,3,21,1,2,1
1,5,72,3,20,6,11,1
1,2,-9,5,15,4,11,1
2,3,48,99,21,1,-9,4
2,3,69,99,10,1,2,3
2,1,36,4,3,5,12,1
2,5,-9,6,-9,1,1,1
1,5,26,3,17,6,8,4
2,4,23,1,13,6,12,5
1,2,60,99,6,1,2,1
1,3,54,4,16,1,11,1
1,5,27,3,12,6,1,1
1,3,45,4,14,1,2,1
1,4,69,2,17,1,10,1
1,4,30,4,6,6,12,1
2,3,80,99,-9,1,5,1
1,4,65,5,21,1,12,1
2,3,76,2,-9,4,12,1
2,4,39,2,1,1,9,4
2,3,60,6,20,1,2,1
1,2,40,99,-5,6,11,3
2,2,37,2,1,5,12,3
2,4,42,2,17,1,12,1
1,4,63,2,16,1,4,1
2,3,54,4,1,4,4,1
2,3,25,99,1,6,11,2
2,3,29,99,16,6,11,2
1,4,25,1,20,6,12,1
2,4,73,2,14,4,10,1
2,2,22,99,5,1,10,3
1,4,80,6,-9,1,1,1
1,4,36,2,18,1,1,1
2,5,39,4,22,1,2,1
1,5,35,2,15,1,9,1
1,5,25,2,19,6,9,1
2,4,29,3,1,6,2,1
2,3,48,7,1,6,1,1
2,5,64,4,17,1,1,5
1,4,80,6,18,3,2,1
2,2,80,7,5,3,2,1
2,4,65,2,15,3,12,1
2,1,56,99,10,1,11,6
2,5,39,6,18,6,1,1
2,3,58,5,-9,1,2,3
2,3,56,99,15,1,1,1
1,3,65,5,-9,4,2,1
2,3,80,2,22,3,2,1
2,2,48,7,13,1,11,1
2,4,65,4,2,4,12,1
2,4,30,6,20,1,1,1
2,3,80,6,17,1,2,1
1,4,39,5,22,1,2,6
1,1,22,3,1,6,12,2
1,1,69,99,5,3,12,4
1,4,46,7,11,1,12,1
2,5,37,4,22,1,1,4
2,4,-9,6,18,1,9,1
1,5,31,1,15,1,12,1
2,3,65,7,-9,1,1,1
1,4,67,6,21,1,2,1
1,5,80,3,8,1,5,1
2,3,57,5,18,1,11,1
1,5,56,3,19,1,5,1
2,4,31,99,18,6,12,1
1,5,44,5,22,1,9,1
1,4,33,3,15,1,10,5
2,1,73,4,6,1,1,1
2,4,70,1,22,1,5,1
2,2,39,6,13,1,1,1
2,3,62,4,11,6,2,3
2,1,45,6,15,1,2,1
1,2,18,4,17,6,12,1
2,3,22,1,2,6,10,1
1,4,29,3,10,6,11,1
2,3,24,6,22,6,11,1
-9,5,56,4,-9,1,12,-9
2,3,33,4,1,4,2,1
2,5,55,2,-5,4,10,1
1,4,34,7,9,1,1,1
2,3,70,3,15,1,1,1
2,4,60,5,20,1,2,1
1,4,35,4,20,1,1,1
1,3,41,6,4,1,11,2
1,4,48,6,16,1,12,1
1,3,51,6,16,1,1,1
2,4,53,4,2,4,12,1
1,5,80,4,17,1,2,1
2,3,34,5,15,6,12,1
1,3,65,5,9,1,12,5
1,2,65,7,22,1,11,1
2,4,58,2,10,4,11,1
2,3,75,5,11,1,1,1
2,3,42,6,19,4,2,1
1,5,34,5,19,1,11,1
1,3,50,99,1,4,3,5
1,5,40,3,22,1,2,1
1,1,71,4,10,1,2,1
1,4,53,2,13,1,9,1
1,2,62,4,8,3,11,1
1,3,43,99,19,1,2,6
2,4,64,4,8,6,1,2
2,3,47,2,2,1,12,3
1,3,58,7,18,1,1,1
2,2,52,7,15,4,2,1
2,1,61,4,5,5,1,1
1,3,80,4,-9,1,1,1
2,3,63,6,8,1,1,1
2,1,64,4,4,1,11,1
2,2,38,4,8,6,3,1
2,2,57,4,1,4,2,1
1,3,71,7,22,1,4,1
2,4,32,4,15,6,12,1
2,-2,70,1,1,4,1,1
1,4,40,5,19,1,2,1
1,4,66,3,22,1,5,1
2,4,33,6,15,1,1,1
1,3,33,99,-9,6,7,3
2,3,65,4,6,5,11,3
2,2,58,99,22,5,11,1
1,4,40,2,20,1,12,1
1,5,53,6,-9,6,12,1
2,5,70,1,20,6,1,1
2,2,35,4,15,6,12,1
1,2,74,7,12,1,1,1
1,5,49,7,7,1,11,1
2,2,48,99,1,6,12,1
1,3,79,99,6,1,12,1
1,5,33,6,19,6,1,1
2,3,60,6,13,4,1,1
1,2,67,4,11,1,1,1
2,4,43,6,17,1,1,1
2,5,-9,6,22,1,2,1
2,5,75,99,10,1,11,2
2,1,80,5,7,3,1,1
2,3,60,5,12,6,7,1
2,5,33,3,21,1,12,1
2,5,59,6,15,1,12,1
1,2,27,4,4,6,11,1
1,2,67,5,22,1,1,3
2,4,35,7,8,6,1,1
1,2,50,6,19,1,1,1
2,3,74,6,17,3,1,1
2,5,37,6,19,1,2,1
2,3,41,4,20,6,11,2
1,4,76,3,1,3,12,1
2,4,51,4,15,1,2,4
1,1,35,6,2,6,12,1
1,5,76,2,19,1,11,1
2,5,73,6,19,1,2,1
2,3,36,99,2,4,3,1
2,2,58,99,9,1,1,1
2,5,41,1,13,4,12,1
2,4,23,2,9,6,9,1
2,5,50,1,21,4,5,1
2,3,70,7,17,1,1,1
1,3,61,99,4,1,11,2
1,3,44,6,17,1,11,6
2,4,24,1,6,6,5,1
2,3,71,6,10,1,2,1
1,3,45,4,18,1,5,1
1,3,-9,4,8,-9,12,1
2,3,-9,4,-9,6,11,5
2,3,73,4,18,4,1,1
1,4,59,5,22,1,11,1
2,2,21,2,16,6,10,1
1,2,41,7,12,1,1,1
2,4,61,5,16,1,2,1
1,3,18,4,22,6,2,1
2,5,19,1,1,6,4,6
1,4,50,4,12,1,1,1
1,2,40,5,13,1,11,3
2,4,28,2,21,6,9,4
2,3,-9,4,1,6,12,2
2,4,34,6,1,1,2,1
2,3,30,4,4,1,2,3
2,4,64,6,-9,4,11,1
1,5,39,1,22,1,9,1
2,5,33,7,22,1,1,1
1,3,-9,4,10,1,11,1
2,3,72,99,-9,4,1,1
2,4,69,3,16,1,2,1
1,1,57,6,15,1,1,1
1,4,72,3,22,1,1,1
1,5,44,4,1,1,2,1
2,3,57,99,8,4,11,1
1,3,67,99,1,1,11,2
2,3,54,1,10,6,10,6
1,5,67,2,21,1,7,1
2,5,72,2,1,6,2,1
2,3,31,5,19,6,1,2
2,3,69,6,6,3,5,1
2,4,33,3,18,1,1,1
2,5,57,5,22,1,1,1
1,3,46,5,17,1,12,1
1,5,73,5,9,1,10,1
2,1,64,4,1,1,11,1
1,2,18,99,17,6,4,1
1,3,66,6,6,3,2,1
2,5,36,6,18,4,2,1
2,3,64,2,5,4,1,2
1,3,45,1,9,6,11,3
2,3,41,2,14,1,2,3
2,2,29,2,5,6,12,1
1,4,53,2,7,4,10,1
2,5,65,6,13,1,2,1
1,2,62,3,17,1,12,1
1,3,79,6,1,3,5,1
2,2,62,99,6,3,12,1
2,4,73,2,20,4,10,1
1,3,64,6,20,1,1,1
1,5,70,6,1,1,1,1
2,2,52,5,8,5,11,3
2,2,20,99,2,6,10,1
1,3,54,4,13,1,12,1
2,3,41,5,20,1,9,1
1,4,72,99,17,4,12,2
2,5,29,3,15,1,2,1
1,4,43,4,21,4,12,1
1,3,31,3,12,6,12,4
2,3,69,2,17,1,1,1
2,3,39,2,14,4,11,3
2,5,71,3,17,3,1,2
2,3,43,99,1,6,12,3
2,3,23,4,6,6,12,1
1,3,77,2,1,1,2,1
1,4,47,1,17,6,12,1
1,3,26,4,4,6,12,2
2,4,29,4,10,6,11,2
1,5,30,2,19,6,5,1
2,1,80,99,8,1,1,1
1,4,43,2,21,1,10,1
1,2,50,6,16,1,1,1
2,3,28,99,3,5,3,6
-9,-9,41,99,-9,1,1,1
2,3,46,5,2,5,12,1
1,3,39,2,21,6,11,1
2,4,64,4,11,6,12,1
1,2,44,4,17,1,11,2
2,2,30,2,3,6,1,6
1,5,27,1,-9,6,5,1
2,2,53,99,1,6,2,3
1,3,68,5,11,1,2,1
2,5,66,6,20,1,1,1
1,4,26,6,13,6,2,1
1,5,47,4,22,1,3,1
2,5,75,2,17,1,2,1
2,3,43,4,22,1,11,6
2,4,65,6,1,1,11,1
1,4,60,4,2,6,1,2
2,4,39,3,6,1,12,3
2,5,56,2,19,4,1,1
2,5,80,6,1,1,5,1
2,3,-9,99,-9,6,12,1
2,5,40,99,21,1,2,1
2,2,40,4,10,1,11,1
2,4,33,2,15,6,1,2
2,3,24,2,1,6,8,4
1,5,49,3,19,5,1,1
1,2,80,4,9,4,1,2
2,3,57,4,-9,1,1,1
2,-9,-9,99,-9,3,11,-9
2,2,71,7,22,4,1,1
1,1,37,99,1,1,11,1
2,5,74,2,22,1,12,1
2,2,18,99,6,6,11,1
1,3,28,1,4,6,11,1
2,4,60,3,19,3,1,1
1,2,38,4,13,1,1,1
2,4,41,2,22,1,12,1
2,2,65,99,2,4,2,2
1,5,67,6,13,5,12,1
1,3,-9,99,-9,6,-9,2
1,2,66,4,14,1,2,1
1,3,46,3,6,6,12,2
2,3,40,99,6,1,1,4
2,1,56,7,5,4,11,1
2,2,-9,4,-9,1,11,1
1,5,73,2,20,1,2,3
2,1,71,3,17,1,2,3
1,-2,80,5,8,1,1,1
2,5,51,5,22,1,1,6
2,4,34,1,11,6,11,6
2,4,-9,5,19,1,2,1
2,2,27,4,16,1,12,1
1,4,-9,99,-9,3,-9,1
1,3,22,5,1,6,1,1
1,1,48,4,21,1,11,1
2,5,28,5,4,1,1,1
1,3,79,4,6,1,1,1
1,3,31,6,21,1,11,1
1,4,70,3,7,6,11,2
1,2,58,6,11,1,11,1
2,3,80,6,7,3,1,1
2,5,55,3,17,4,2,1
1,5,60,4,17,1,1,2
1,4,57,7,17,1,11,1
1,3,68,6,15,1,2,1
2,4,73,6,1,1,2,1
2,4,75,5,10,3,1,1
2,4,27,4,8,6,2,1
1,2,76,99,-9,3,1,1
2,3,20,3,21,6,2,3
2,5,32,1,16,6,2,1
1,3,37,4,16,1,11,1
2,-9,-9,5,-9,-9,12,6
1,3,78,3,2,4,11,1
1,3,53,99,22,1,12,3
2,4,26,99,5,6,2,3
1,4,64,3,-9,1,5,5
2,2,60,99,1,4,11,2
1,4,55,2,20,1,2,1
1,3,20,4,20,6,12,1
2,3,58,6,18,1,12,1
2,3,75,6,7,3,1,1
2,5,63,6,18,4,1,1
1,3,65,6,19,1,1,1
1,4,31,5,10,4,12,1
1,4,50,6,7,4,1,1
1,4,67,99,14,1,12,3
1,5,60,4,18,1,11,5
1,3,80,6,1,3,2,1
1,3,64,99,8,6,10,1
2,4,24,2,8,6,12,6
2,5,74,4,19,4,12,1
2,3,60,4,1,3,11,1
2,2,65,6,12,1,4,1
2,5,75,4,20,1,2,2
2,5,30,2,10,6,2,3
1,3,30,4,10,6,12,3
1,1,45,4,1,1,12,1
1,3,43,2,9,4,10,1
2,3,60,3,17,1,9,1
2,5,66,4,15,1,1,1
2,4,35,7,13,1,1,1
1,3,40,4,15,1,11,5
1,2,80,7,-9,3,9,1
1,4,38,5,16,6,2,1
1,2,60,6,1,1,7,2
1,2,26,4,22,6,2,3
2,3,60,6,19,1,11,1
2,5,70,2,12,4,9,1
1,4,49,4,11,4,10,6
1,2,54,2,1,1,10,6
1,4,43,99,17,1,12,1
2,4,57,5,19,1,2,1
2,4,34,2,13,4,12,1
2,4,65,2,18,1,1,1
2,1,68,4,2,6,11,2
2,5,68,5,19,1,1,1
1,1,28,4,3,6,2,2
2,4,67,99,1,3,12,1
2,3,72,4,13,1,1,1
1,4,59,2,15,1,9,1
2,4,46,4,13,4,3,1
2,4,35,5,3,6,2,3
1,3,64,3,1,1,1,2
2,3,49,99,11,1,11,3
2,4,27,99,17,6,2,3
2,3,61,4,3,4,12,6
2,5,68,2,20,1,12,1
1,3,61,4,20,1,2,1
2,5,62,4,-9,1,11,1
2,3,55,2,4,6,11,1
2,1,56,99,1,6,12,2
2,4,23,2,22,6,2,3
2,1,79,99,-9,3,2,3
2,-2,80,99,6,3,2,1
2,4,80,4,7,4,2,1
1,2,80,5,15,1,1,3
1,4,39,2,15,6,5,1
2,2,18,5,16,6,1,4
2,3,29,3,10,1,9,2
2,5,67,1,17,1,12,3
2,5,68,4,1,1,12,3
1,3,22,6,18,6,1,1
2,3,-9,4,9,6,12,3
1,3,41,6,18,1,12,1
2,2,41,99,3,5,12,3
2,5,36,4,11,1,7,1
1,5,-9,5,1,-9,1,-9
2,4,-9,2,5,3,12,-9
1,2,30,6,8,5,11,1
2,4,-9,4,20,1,9,1
1,2,20,4,6,6,10,3
1,4,53,7,21,1,11,1
2,3,47,4,19,1,12,1
1,2,43,5,9,1,1,1
2,3,63,99,5,3,11,6
2,2,22,6,1,1,3,1
1,5,80,6,18,1,2,1
2,4,73,2,6,4,10,1
1,4,31,3,20,6,10,6
1,3,57,4,-9,4,12,1
1,1,71,99,8,1,1,2
1,3,64,99,7,1,11,6
2,3,69,2,8,1,2,1
2,3,67,6,13,3,1,1
2,5,58,1,15,6,12,1
2,2,19,99,3,6,10,1
1,2,42,3,17,6,9,1
2,4,24,3,5,6,9,4
1,3,77,6,16,1,2,1
1,5,37,1,13,1,10,1
1,3,55,7,1,1,1,1
2,4,69,4,6,4,1,1
2,5,68,2,21,1,1,1
2,4,24,2,10,6,10,1
1,3,59,5,6,6,11,2
2,3,29,2,6,6,10,3
2,4,-9,5,15,6,2,6
1,5,73,6,17,1,2,1
1,4,39,4,18,1,1,1
2,3,-9,99,11,6,12,1
2,3,77,5,5,4,1,2
1,3,-9,5,3,1,2,1
1,1,-9,99,-9,1,2,1
1,1,53,7,10,1,2,1
1,4,53,99,1,1,12,4
1,3,68,6,22,3,1,1
2,3,40,2,20,1,11,1
2,3,25,2,1,6,3,2
1,2,40,3,20,1,12,3
2,3,43,4,10,4,12,1
1,1,51,3,1,4,11,5
1,4,57,99,4,1,6,1
1,5,65,5,14,1,1,1
2,3,80,4,6,6,1,1
1,3,42,6,16,1,12,1
2,5,48,99,17,1,11,2
2,3,38,99,4,6,11,2
1,3,31,99,7,6,12,3
1,4,65,3,19,1,2,1
2,3,41,7,2,6,1,1
-9,-9,-9,-9,-9,-9,12,-9
1,3,80,2,8,3,2,1
2,4,40,4,13,6,12,3
1,4,38,1,19,1,10,1
1,4,68,2,4,4,9,1
2,3,30,99,10,6,12,2
1,5,65,5,18,1,2,1
1,4,66,6,14,6,1,1
1,4,51,6,17,4,2,1
2,4,51,6,15,1,1,1
2,2,20,99,1,6,3,2
2,2,32,3,4,1,12,1
2,3,41,6,15,1,1,1
2,4,57,5,1,1,1,1
1,3,54,4,10,1,2,1
2,2,42,5,6,3,1,1
1,-9,52,4,-9,6,1,1
1,4,76,6,16,1,1,1
1,4,65,4,9,4,5,1
2,4,72,3,17,1,1,1
2,3,39,2,6,1,12,1
2,3,47,4,16,1,1,1
2,3,40,7,17,6,1,1
1,2,27,5,13,6,9,1
2,4,32,2,8,1,10,1
2,3,66,1,10,1,3,1
2,5,64,4,-9,4,1,1
2,5,67,2,18,1,9,1
2,5,31,5,18,1,2,1
2,3,72,2,-9,1,1,1
1,3,45,6,21,1,1,4
2,4,24,1,9,6,11,1
2,4,29,2,22,6,7,4
2,3,39,2,1,4,10,3
2,5,52,3,21,1,2,1
2,1,57,6,10,1,1,1
1,4,56,6,14,1,11,1
2,4,27,99,-9,6,9,4
2,2,46,99,3,4,12,3
2,3,57,5,3,1,11,1
2,3,75,3,9,1,2,1
2,1,54,1,1,3,4,1
1,5,71,4,12,4,1,5
2,5,42,4,8,6,11,2
1,3,58,4,11,1,11,1
2,5,58,3,6,4,12,1
2,5,69,2,1,1,12,1
1,3,19,7,10,6,1,1
2,5,34,5,22,1,1,1
2,3,53,4,10,6,11,2
2,2,72,99,-9,3,1,1
2,4,44,2,20,1,11,1
2,3,36,5,1,1,4,1
2,4,25,2,13,6,12,6
2,4,55,2,8,6,5,1
1,3,33,6,16,1,12,2
1,2,78,6,11,4,1,1
2,2,51,6,3,1,2,3
2,5,80,2,-9,3,-9,1
2,2,51,6,6,1,1,1
2,3,55,4,13,1,2,3
2,3,18,1,11,6,12,1
1,5,65,5,17,1,2,1
2,5,43,4,19,1,1,1
1,3,18,4,1,4,2,3
1,5,51,2,17,1,12,1
1,4,35,5,14,4,12,1
1,3,69,2,15,4,12,1
1,3,75,99,15,1,12,3
2,1,63,6,22,4,1,1
2,2,80,6,16,1,2,1
2,3,33,99,6,6,2,3
1,5,68,3,7,1,1,1
2,4,28,6,2,6,2,1
1,3,27,6,16,1,11,6
2,3,33,4,10,1,-9,1
1,5,30,7,13,6,1,1
2,4,53,2,20,6,2,1
1,2,58,99,5,1,11,1
2,3,27,3,5,6,12,2
1,4,50,6,18,4,2,1
1,2,-9,6,-9,1,2,1
2,4,37,4,15,1,2,3
1,3,63,5,20,1,1,1
2,2,19,4,20,6,9,4
2,4,25,2,6,6,10,1
2,1,71,99,10,3,12,5
1,1,55,99,21,1,2,1
2,3,29,7,17,1,11,1
1,3,52,6,2,4,12,1
2,4,32,3,19,1,12,1
2,-2,52,5,17,1,11,1
1,5,66,6,14,1,1,1
1,4,66,4,18,1,1,1
1,3,57,6,15,1,1,1
1,3,39,5,16,1,11,6
1,3,21,3,16,6,2,6
1,4,34,5,21,1,1,1
1,3,-9,5,1,1,2,1
1,2,35,5,15,6,11,1
2,3,80,3,4,1,4,1
1,2,26,4,4,6,12,1
2,1,75,4,-5,4,12,3
1,3,34,6,1,6,1,5
1,2,43,4,13,6,1,1
2,3,21,3,1,6,12,1
2,3,25,2,9,6,1,1
1,1,45,7,3,1,2,3
1,1,35,99,6,6,12,1
1,2,18,3,13,6,2,3
1,4,39,5,17,1,10,1
1,5,71,6,22,1,1,1
2,4,-9,4,-9,4,2,1
2,3,55,4,6,1,2,3
1,1,-9,99,11,1,1,1
2,2,78,99,-9,3,1,6
2,3,44,3,8,6,2,1
2,4,68,99,20,1,12,4
2,5,35,4,21,1,1,1
1,2,63,4,11,3,12,4
2,4,72,99,-9,3,2,1
2,3,74,3,1,4,1,1
1,3,-9,99,-9,4,11,-9
2,5,76,4,21,1,5,1
2,3,26,99,2,4,12,1
2,3,39,3,18,6,1,2
2,1,31,4,6,6,12,1
2,1,34,99,8,1,11,1
2,3,38,99,2,6,1,1
2,3,58,5,4,1,1,1
1,4,63,3,-9,1,2,1
1,5,73,1,21,1,1,1
1,4,43,5,19,4,12,1
1,5,80,6,19,1,2,1
2,5,29,3,13,1,1,1
2,3,71,4,6,1,1,1
2,3,49,99,12,1,4,1
2,4,63,3,2,4,12,1
2,4,34,1,-9,1,9,1
2,5,65,2,21,1,10,1
2,4,31,6,11,1,11,1
2,3,79,4,2,4,1,1
2,3,67,6,18,1,12,1
1,1,65,99,6,1,12,3
1,3,30,4,18,6,1,3
2,5,50,3,11,6,12,1
1,4,71,2,7,1,1,1
2,5,73,2,-9,1,5,1
1,5,50,5,17,1,2,1
2,3,30,3,2,6,7,6
2,5,41,2,17,6,12,1
2,4,-9,6,-9,1,1,1
2,3,18,7,19,6,2,1
1,4,77,4,9,1,2,1
1,3,19,3,18,6,2,1
1,3,40,4,7,1,12,3
2,5,74,6,18,1,1,1
2,4,37,2,16,6,9,1
2,3,75,99,1,4,1,1
2,4,37,5,10,1,11,3
2,4,80,7,18,4,1,1
2,4,69,5,18,4,2,1
2,2,59,99,-9,4,1,1
1,4,22,6,-9,6,10,1
1,2,30,4,18,1,2,1
2,5,44,99,1,4,3,2
2,5,64,2,17,4,1,1
1,5,40,6,-5,6,9,6
1,4,61,3,18,1,12,1
1,4,29,1,18,1,1,1
2,3,78,1,5,4,12,1
1,3,71,99,9,1,11,2
1,3,45,2,-9,1,12,1
1,3,66,7,21,1,1,1
1,3,52,6,12,6,12,1
1,5,40,7,12,6,2,1
1,-2,41,99,1,6,12,1
1,4,31,4,19,1,1,1
1,5,66,99,-9,1,1,2
2,3,24,6,10,6,1,6
1,4,34,3,10,6,1,2
2,4,41,5,1,1,1,1
2,3,24,2,8,6,11,2
2,2,29,99,2,6,11,2
2,3,36,5,20,1,11,1
2,5,41,6,1,1,11,3
1,5,80,99,13,3,11,1
2,5,57,4,21,1,12,1
1,5,57,6,20,1,1,1
2,3,51,4,15,1,11,1
1,2,66,99,22,6,12,1
1,4,45,2,17,6,9,1
2,4,25,5,1,4,12,1
1,3,28,7,5,4,12,1
1,4,72,7,12,1,1,1
2,5,36,6,18,1,2,1
2,3,21,2,20,6,12,1
2,2,64,2,10,1,11,1
2,4,33,6,21,1,4,1
1,3,47,6,6,1,12,1
2,3,28,2,14,1,12,1
2,2,40,4,16,1,2,1
2,3,27,4,3,6,11,2
1,3,68,4,14,1,1,1
2,3,19,7,17,6,5,1
1,2,39,6,17,1,5,1
2,2,20,7,2,6,1,2
1,5,46,3,7,4,1,4
1,4,55,6,22,1,2,1
1,4,56,6,13,1,1,3
2,2,68,99,-9,4,11,2
1,5,74,6,12,1,2,1
2,3,28,1,2,6,12,5
2,4,68,6,7,3,1,1
1,3,21,6,2,6,4,1
1,5,61,6,20,1,1,1
2,3,31,99,21,6,12,1
2,5,-9,6,10,4,3,1
1,3,72,99,6,4,12,1
1,5,72,6,12,1,1,1
2,3,59,3,5,4,11,2
1,5,62,6,20,1,11,1
2,5,-9,3,20,1,2,3
1,3,35,4,4,6,12,1
1,3,38,3,1,6,12,3
2,2,21,5,2,6,2,1
2,3,48,6,17,1,11,1
2,5,41,2,11,4,12,1
2,3,46,4,10,4,2,1
1,3,34,4,1,1,12,1
1,5,44,4,17,6,9,1
2,2,61,4,-9,1,2,1
2,4,48,4,11,4,12,1
1,4,35,7,10,1,1,1
2,2,35,99,3,4,11,1
2,1,58,99,1,6,1,2
2,2,68,4,9,1,1,1
2,4,60,3,20,1,1,1
1,4,70,7,13,1,1,1
1,3,63,5,14,1,11,1
2,2,47,7,-9,1,11,1
1,5,69,2,19,1,1,1
1,2,66,4,9,1,1,1
1,4,30,4,17,6,11,1
2,1,25,99,3,1,11,1
2,5,52,6,10,4,1,1
1,4,37,4,-9,1,1,1
1,5,75,4,15,1,1,1
2,2,57,99,21,1,12,2
2,5,50,2,22,1,12,1
2,4,63,2,19,1,2,1
1,4,39,4,22,1,1,1
2,3,63,4,-9,6,1,1
2,5,47,4,22,5,8,4
1,3,32,4,6,6,1,1
1,3,67,2,1,6,12,1
2,5,61,3,22,1,1,1
1,3,35,99,6,6,12,5
2,3,77,99,3,4,11,1
1,3,53,6,15,6,1,3
2,3,23,4,21,6,11,1
2,3,27,6,1,6,11,2
1,2,-9,4,15,1,12,1
1,5,80,6,18,1,1,1
1,3,35,99,11,1,3,4
2,2,79,7,4,1,2,1
1,5,49,3,20,1,5,1
1,3,57,6,15,1,11,1
2,4,70,2,16,1,1,2
1,4,33,4,18,1,10,1
2,2,60,5,14,4,11,2
2,5,32,2,17,1,1,1
1,3,55,5,15,1,10,1
2,3,67,6,8,1,2,1
1,4,-9,5,17,1,12,4
